year,key0,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,key11,key12,key13,key14,key15,key16,key17,key18,key19,key20,key21,key22,key23,key24,key25,key26,key27,key28,key29,key30,key31,key32,key33,key34,key35,key36,key37,key38,key39,key40,key41,key42,key43,key44,key45,key46,key47,key48,key49
1951,-4.863280693689982,-1.3261472781499226,-12.571213404337565,-12.14893881479899,-12.083696683247885,-12.361355463663736,-11.692211469014486,-14.529616673787435,-12.193309783935547,-8.192574818929037,-10.910374323527018,-12.019232114156088,-12.035954157511393,-13.620701789855957,-12.000348409016928,-13.908729553222656,-0.40138407548268634,-11.963358561197916,-11.871676762898764,-8.96333106358846,-11.197179158528646,-9.811190764109293,-7.986037254333496,-6.137126286824544,-4.797224402427673,13.679316202799479,-4.518332004547119,-0.4471323490142822,9.02961794535319,6.622068881988525,-3.0199209029475846,9.256122271219889,-2.936449557542801,11.95421059926351,13.843949317932129,5.715186198552449,20.993797938028973,-2.629658838113149,13.12479567527771,-5.099053382873535,21.884397824605305,9.722939237952232,22.88239097595215,7.145721435546875,22.63211949666341,23.08022117614746,-2.656258781750997,-2.3857840299606323,-2.7712727785110474,-2.4432982727885246
1952,-6.092623074849446,-3.508699814478556,-12.737839698791504,-9.119961023330688,-12.18602180480957,-9.545571605364481,-14.659082412719727,-15.259196599324545,-6.793439229329427,-11.627588272094727,-13.48626963297526,-12.327784220377604,-5.265368461608887,-11.181866327921549,-5.260818799336751,-11.459372997283936,-3.6522690455118814,-11.170802593231201,-5.832554817199707,-14.106322288513184,-5.599931240081787,-3.7280405362447104,-0.8829286893208822,1.663174311319987,-11.716043949127197,-0.7640972932179769,3.2216721375783286,-8.989748318990072,12.081957499186197,17.749142011006672,-5.079197804133098,22.047696749369305,-1.300888180732727,25.52969201405843,27.38452911376953,10.272784550984701,30.996252695719402,-4.653312340378761,14.584280331929525,-3.001406600077947,22.644792079925537,12.624775250752768,32.002390225728355,11.27683957417806,24.401094913482666,30.54986826578776,-2.3928916454315186,-1.6427731315294902,-2.5635544856389365,-2.2100674708684287
1953,-7.550114472707112,-2.457163453102112,-11.130789438883463,-7.961660544077556,-8.832651774088541,-6.573245525360107,-13.919329961140951,-13.267379760742188,-5.373379230499268,-4.700529257456462,-11.46298917134603,-10.339831988016764,-4.964967091878255,-8.978033701578775,-4.483966489632924,-7.9907816251118975,-5.306305726369222,-6.590144698818524,-3.2502729892730713,-14.742910067240397,-1.2440797487894695,0.8890165338913599,2.410907745361328,3.1351293325424194,-12.772863388061523,4.2203264236450195,3.3579235871632895,-8.848538398742676,8.035578886667887,5.119029442469279,-2.5795068476969996,8.000253200531006,-3.3641667862733207,11.132262706756592,13.851532618204752,11.25991439819336,15.559492429097494,-2.3862804174423218,14.287103970845541,-2.123732089996338,17.543392817179363,12.79243246714274,18.380460739135742,11.78295103708903,16.78300189971924,19.55910841623942,-2.864738861719767,-2.5822765032450357,-2.4877601861953735,-2.256447046995163
1954,-8.542392412821451,-4.162236054738362,-12.397516091664633,-9.488834778467814,-13.262849807739258,-12.16389528910319,-13.383886178334555,-13.858269373575846,-10.120265483856201,-9.993082364400228,-12.796273231506348,-11.514479319254557,-7.828211923440297,-8.168421427408854,-5.735354423522949,-10.632540067036947,-5.978625118732452,-12.842867851257324,-4.023860454559326,-12.01247501373291,-2.7528813680013022,-1.8765075206756592,-1.3624941507975261,-0.9265383879343668,-9.16586430867513,7.78899343808492,-0.1394821604092916,-6.43331257502238,6.152996341387431,8.535933335622152,-4.264018853505452,13.885282516479492,-1.5133249560991924,19.288544336954754,23.943980534871418,6.86918032169342,27.95260492960612,-4.268889665603638,20.16708819071452,-0.3785312970479329,29.85356903076172,14.942257563273111,32.85169537862142,10.312222480773926,29.018600463867188,35.65955924987793,-2.063851555188497,-1.1900946497917175,-2.1186209122339883,-1.6519366273035605
1955,0.014876623948415121,0.8825666507085165,-2.865671237309774,-0.6760717233022054,-3.926558474699656,-1.934587558110555,-4.511756936709086,-15.257510821024576,-0.15741634368896484,-5.402245402336121,-5.494224667549133,-12.134007136027018,1.1768892606099446,-8.990063508351644,2.2137524286905923,-9.04826815923055,0.5536032120386759,-5.640580693880717,3.1454366048177085,-4.81466559569041,3.957902431488037,4.672711690266927,5.381113141775131,6.2275957862536115,-3.61333429813385,2.3915797670682273,7.278590838114421,-1.4914170900980632,6.069306929906209,6.520304997762044,-8.022741238276163,10.483100016911825,-6.358713547388713,13.607562899589539,14.962631106376648,-0.011661450068155924,15.330366134643555,-8.141146977742514,2.1982471148173013,-5.354783594608307,6.044610182444255,1.2291855812072754,14.616160909334818,0.5591702262560526,7.129223585128784,12.53434419631958,-5.680959145228068,-7.535763740539551,-7.364137331644694,-8.102705001831055
1956,2.01235161225001,0.015236298243204752,-10.421546220779419,-4.939543664455414,-9.160757700602213,-4.558605790138245,-14.0059175491333,-12.212807973225912,-0.7476747830708822,-5.599043607711792,-12.73536459604899,-9.688039143880209,1.1258721202611923,-9.476778348286947,1.2590568860371907,-7.951071500778198,0.7211803595225016,-7.210232655207316,0.8615371386210123,-14.187081178029379,1.0970139503479004,2.454255978266398,4.405883098642032,6.119566718737285,-11.13399330774943,3.779081702232361,7.109403212865193,-6.6393823226292925,5.58700958887736,-1.1486958662668865,-4.331117471059163,3.166666030883789,-2.94578484694163,7.564690788586934,11.027243932088217,5.744274457295735,13.244877815246582,-4.929910500844319,12.243494709332785,-6.940853754679362,15.089653968811035,10.144118507703146,15.511226336161295,7.925697823365529,14.230624198913574,16.205640474955242,-4.59922734896342,-3.402692218621572,-4.97989296913147,-4.4299388726552325
1957,7.398727575937907,-0.7421096563339233,-4.533868471781413,-2.8255182902018228,-3.98618221282959,-3.219602584838867,-4.791672388712565,-11.902139981587728,-1.9365490277608235,-4.872147719065349,-4.15178378423055,-9.943194071451822,-0.4727969169616699,-10.286531289418539,0.6677784522374471,-9.490010420481363,-2.0077717155218124,-5.457616964975993,1.0739368200302124,-3.880735715230306,0.8308051427205404,0.35835695266723633,0.20206860701243082,0.6450985272725424,-2.6737282276153564,6.971526861190796,1.5439711411794026,-2.190934340159098,2.7421088020006814,7.873992919921875,-2.017628828684489,11.902534325917562,0.6448448896408081,15.677148461341858,18.338874061902363,3.4656940698623657,25.36226177215576,-3.187300145626068,17.084542274475098,-11.008268356323242,31.308406511942547,11.543381690979004,28.340949376424152,6.919875144958496,32.530744552612305,29.25756533940633,-0.24864154060681662,-0.39145420491695404,-0.638782779375712,-0.9438851003845533
1958,-0.3350226643184821,0.58085564772288,-7.2238240242004395,-5.84749174118042,-6.692549228668213,-6.011918544769287,-8.269816001256308,-12.796531359354654,-6.194002628326416,-4.325117190678914,-7.606418609619141,-10.21895694732666,-6.672701199849446,-6.142910639444987,-6.120152473449707,-5.353965123494466,-1.5782086849212646,-4.853956540425618,-3.5085814793904624,-7.850277940432231,0.6994727452596029,4.896161397298177,7.438904762268066,7.952759822209676,-5.989575614531835,8.453484376271566,7.204901456832886,-3.827119449774424,4.9408367077509565,6.223463177680969,-3.9251213868459067,10.798595825831095,-3.166634678840637,15.049089590708414,18.063818613688152,3.6690582434336343,19.157534917195637,-5.024126927057902,1.7907519340515137,-2.322795867919922,6.96894367535909,1.889876365661621,19.563586235046387,2.6576313972473145,9.47110398610433,17.80001139640808,-4.533383289972941,-3.3271400928497314,-3.8916542331377664,-3.5593101978302
1959,0.48918603857358295,0.4261933354039987,-3.8646082878112793,-0.618790070215861,-6.364761034647624,-3.742304801940918,-5.933905680974324,-10.911888122558594,-1.556390364964803,-5.172228813171387,-7.405224998792012,-8.675064245859781,-0.7997296253840128,-5.173048039277394,-0.9664112130800883,-7.371478637059529,-2.3473015824953714,-7.608615676561992,-0.9210418860117594,-5.398026704788208,-0.03425818681716919,1.4036444822947185,2.645331621170044,3.3251802126566568,-2.5418355464935303,12.074810107549032,3.6073182423909507,0.6559731960296631,3.7639282743136087,-2.015510320663452,-2.786174933115641,3.1581149101257324,-1.0193809202561777,8.282771746317545,12.439392066250244,5.6279018719991045,12.201716423034668,-3.087549646695455,9.15216334660848,-1.2427393893400829,15.579982916514078,6.527370770772298,14.877383157610893,5.266172885894775,14.588180383046469,15.81570279598236,-1.1285658677419026,-0.8558680812517802,-1.0177286863327026,-1.0772384405136108
1960,0.7295976877212524,-0.6545948584874471,1.2110179265340169,3.6252622604370117,0.6179365317026774,2.39432700475057,-0.11996293067932129,-14.054743131001791,3.8879199028015137,-3.9009606540203094,-0.6468180815378824,-11.17628256479899,4.905336856842041,-8.445433457692465,5.973440170288086,-5.966291109720866,-2.0180326302846274,-0.7265647053718567,7.583341280619304,0.37104491392771405,9.583701511224112,11.081913431485495,11.323790311813354,10.441198507944742,2.1478341817855835,8.596303304036459,9.484020312627157,3.7661013901233673,6.324199199676514,0.43654608726501465,-5.04896870876352,4.105717658996582,-0.44548071424166363,7.585801561673482,10.320982217788696,1.0544941425323486,15.039452393849691,-5.33542425185442,4.809244712193807,-7.591835021972656,13.11932643254598,2.728569984436035,16.839951992034912,1.556886911392212,14.51948290069898,17.21336285273234,-0.8585017522176107,-0.7993012269337972,-0.731212298075358,-0.9361081123352051
1961,0.02509621779123942,-1.2804754662017028,-13.144436995188395,-9.426030238469442,-14.023892243703207,-11.223748445510864,-15.05950133005778,-12.421437899271647,-8.971191684405008,-4.495503266652425,-15.715037027994791,-9.888738950093588,-8.123325188954672,-15.090081532796225,-8.104066530863443,-13.584285100301107,-4.885096947352092,-12.65959390004476,-7.488425890604655,-14.029846827189127,-5.413484255472819,-2.3883474270502725,0.422466516494751,2.1417486667633057,-10.807007789611816,6.658133427302043,2.784069220225016,-7.304114659627278,11.271986643473307,9.380779584248861,-3.775958855946859,13.346625487009684,0.6748671531677246,16.39776039123535,17.89252217610677,10.710564613342285,27.344014485677082,-4.863248984018962,18.470035552978516,-4.541698137919108,27.07427151997884,15.411701202392578,28.020309448242188,12.770715713500977,28.488452275594074,26.835826237996418,-1.1184674104054768,0.07522769769032796,-0.721699078877767,-0.5394890308380127
1962,3.121624847253164,-0.7043681343396505,-6.12367598215739,-2.737772305806478,-7.341301918029785,-4.853067080179851,-8.553192456563314,-12.547141710917154,-2.8117701212565103,-7.677030801773071,-9.113226890563965,-11.2095414797465,-1.6072231928507488,-7.562931656837463,-0.7271766662597656,-6.339371840159099,0.7769036690394083,-6.228124141693115,0.48343849182128906,-8.842653592427572,2.194840590159098,4.059203366438548,5.482659339904785,6.091448545455933,-7.085403760274251,10.09013557434082,6.066414912541707,-4.719775199890137,4.328978180885315,5.119361877441406,-7.112984657287598,9.306232690811157,-2.634779433409373,13.596634109814962,17.03560145696004,7.134013652801514,19.419658939043682,-8.869616667429606,7.828161875406901,-9.36846367518107,13.023313204447428,6.746815045674642,21.256460587183636,6.567878405253093,13.83375914891561,20.9194957613945,-3.4936722914377847,-4.188018242518107,-4.087798992792766,-4.680635770161946
1963,1.0803019205729167,-0.4505666494369507,1.5137139956156414,2.4786388874053955,1.7921964327494304,2.4788703521092734,0.8859801292419434,-12.533796628316244,2.069963733355204,-8.793847242991129,1.092166582743327,-11.784783681233725,0.4546133677164714,-1.1618639628092449,-1.556602954864502,0.6646151542663574,-3.0321750044822693,2.071648915608724,-2.8879414399464927,1.7936769525210063,-3.14246666431427,-2.5390659173329673,-1.6744669278462727,-1.0195517341295879,4.20401652654012,3.2430221852846444,-0.5437714656194051,6.578350067138672,5.374086221059163,-9.319438457489014,-4.683030803998311,-3.776400883992513,-3.591609080632528,2.0282175540924072,6.894641220569611,1.514997084935506,8.126802523930868,-5.850176890691121,2.7305716077486673,-6.359279155731201,9.753190358479818,0.6172423760096232,11.244045893351236,0.15510547161102295,9.584088971217474,12.43205992380778,-2.0252313216527305,-3.2270189126332602,-1.4978630443414052,-2.2209675312042236
1964,0.07934838533401489,-0.41463831067085266,0.10444863637288411,4.015170574188232,2.877353847026825,5.682248036066691,-1.5329802955190341,-11.103494008382162,8.223748127619425,-0.4186012844244639,1.6496715545654297,-8.292076905568441,9.049983501434326,-0.375160018603007,8.024290402730307,1.0739596684773762,0.20660752058029175,4.754103978474935,5.927055994669597,-0.22309203942616782,3.8359630902608237,2.448171774546305,1.9770653247833252,2.4374703566233316,2.594697952270508,4.131117502848308,3.885929743448893,4.409583409627278,6.357214371363322,-5.778440634409587,-8.664986928304037,-1.659256378809611,-4.3770458698272705,3.0051910678545632,7.391862154006958,4.147916316986084,9.994059403737387,-9.354110399881998,5.136483704050382,-7.1064378420511884,15.49441401163737,2.5709303418795266,14.718903223673502,2.2415941953659058,15.662224451700846,17.146111488342285,-5.577705383300781,-5.403090476989746,-6.095869700113933,-6.118027051289876
1965,-0.7353831132253011,-2.1262015302975974,-8.596955001354218,-7.775647421677907,-6.367798805236816,-6.581048011779785,-9.384835402170816,-9.271087169647217,-6.138599395751953,-4.399069865544637,-6.118729035059611,-6.4741865793863935,-4.163861274719238,-5.506812413533528,-0.6676276524861654,-4.5442765553792315,-3.567318486670653,-4.281523068745931,2.932961940765381,-9.404885609944662,5.018679817517598,4.8290426929791765,3.2176981369654336,1.9159222443898518,-8.044567584991455,7.1447428067525225,2.1004811922709146,-5.774856249491374,5.308903217315674,-2.895110766092936,-5.338189284006755,0.458800474802653,-4.646546681722005,4.670749346415202,8.891480445861816,5.085812409718831,11.741028785705566,-3.102495471636454,10.62332558631897,-7.5343092282613116,15.901543219884237,7.920010805130005,15.9418704037865,5.902536233266194,14.77663000424703,18.219085534413654,0.028999169667561848,-3.073532223701477,-0.562524159749349,-1.6802702446778615
1966,2.8841537634531655,0.9999596277872721,6.85825777053833,9.083149592081705,0.8510114351908366,2.8983383178710938,6.042596499125163,-11.668682416280111,4.852351188659668,-1.0122775038083394,-0.45418262481689453,-8.440048694610596,6.2663044929504395,-8.907964070638021,7.2448577880859375,-5.302114183704059,1.501034100850423,-1.321187973022461,8.308082580566406,6.905548095703125,9.69051996866862,11.339069068431854,12.860604921976725,13.828396479288736,8.232411861419678,6.571536223093669,14.089078108469645,8.028671423594156,8.116307894388834,-12.555121739705404,-8.668078740437826,-7.012574871381124,-6.387391408284505,-1.4874474207560222,2.5315184593200684,-2.6497534116109214,13.790277441342672,-9.672126134236654,-5.813014030456543,-7.673085848490397,8.24624756971995,-6.330812136332194,13.823457717895508,-4.961177825927734,14.198583443959555,10.496810545523962,-6.22514009475708,-7.072927474975586,-6.926143169403076,-7.347474733988444
1967,-3.920085350672404,0.8398261070251465,-10.583885431289673,-8.562527259190878,-10.983935435612997,-9.330886006355286,-11.139212210973104,-11.797989845275879,-7.8472830057144165,-4.600775957107544,-11.829298496246338,-8.899073600769043,-7.031911293665568,-9.731711546579996,-6.565735499064128,-8.142801284790039,-1.5483288715283077,-8.637269417444864,-5.80464502175649,-9.624481439590454,-4.1909356117248535,-1.8222974141438801,0.7642743587493896,2.854996512333552,-6.762010365724564,3.156335781017939,4.031369556983312,-4.38482799132665,8.108946959177652,7.225346565246582,-5.421405951182048,11.4255450963974,-4.590573787689209,14.910164833068848,16.78619162241618,6.210300445556641,20.338995536168415,-4.736618433147669,15.111106236775717,-6.56458314259847,21.782854715983074,11.624348004659018,21.466540654500324,8.464839299519857,21.492061614990234,21.063175519307453,-0.36535878976186115,-2.6705601612726846,-0.10981955130894978,-0.9520754814147949
1968,1.9177267945682008,2.7276942332585654,-10.070711453755697,-7.445211172103882,-8.56986673672994,-6.700681368509929,-11.82694959640503,-9.598212083180746,-5.18470561504364,-6.4185170729955034,-10.020309209823608,-9.936741868654886,-4.046056270599365,-6.5700297355651855,-2.7459967931111655,-4.717200994491577,4.191051562627156,-4.986949433883031,-0.8883751233418783,-11.335209846496582,1.6991453568140666,4.731730540593465,7.529091874758403,9.32633101940155,-8.395695368448893,-1.887829137345155,9.40987785657247,-4.464907328287761,5.003012577692668,6.6645481785138445,-6.842981497446696,10.153796752293905,-4.687172810236613,13.330002307891846,15.396631240844727,0.9027101198832194,18.801777203877766,-6.290617068608602,4.730826298395793,-10.240006446838379,15.283312797546387,1.8124312857786815,20.531946182250977,0.49112892150878906,16.424502849578857,19.933098475138348,-5.589242458343506,-4.789898077646892,-5.795147736867269,-5.39095409711202
1969,2.5623518228530884,2.7277074654897056,-0.7722763220469157,1.7193213552236557,-0.15654802322387695,2.3830219904581704,-3.5696075757344565,-7.725123246510823,3.214306672414144,-0.9109499454498291,-3.4748644630114236,-5.28415584564209,2.937023321787516,2.4339484771092734,2.789149522781372,4.3997008005778,3.440869172414144,2.3353323936462402,3.5229978561401367,-4.77124039332072,4.679719924926758,5.212413946787517,4.5917443831761675,3.12424365679423,-3.2849621772766113,9.769391218821207,1.684373180071513,0.25654951731363934,9.844281991322836,0.1782528559366862,-5.317647298177083,3.259917894999186,-5.802200476328532,6.221122155586879,8.207304000854492,0.2622286528348923,9.883508682250977,-5.523614009221395,1.1396343509356182,-6.73338786760966,5.366638104120891,0.26652725537618,10.260594844818115,-0.026134530703226726,6.293926080067952,8.913886547088623,-4.4721033573150635,-5.66395918528239,-5.230886856714885,-5.709665457407634
1970,-0.3697471618652344,4.632054512699445,-9.120911916097006,-6.938684781392415,-8.557160059611002,-7.479687372843425,-9.726511796315512,-10.312152862548828,-6.698209762573242,-6.200173060099284,-9.111745834350586,-9.135504404703775,-6.531633377075195,-5.904350121815999,-6.842151006062825,-4.390491485595703,4.687054872512817,-5.820992151896159,-7.183371861775716,-7.7891496022542315,-7.034007708231608,-6.038877169291179,-4.2061483065287275,-1.7147367000579834,-3.960891087849935,2.359790325164795,1.077875018119812,-0.19380664825439453,7.15183671315511,13.412168423334757,-2.7104186614354453,17.80853843688965,-2.6027619217832885,20.993287722269695,22.229770342508953,2.7050016721089682,26.36633237202962,-4.003140350182851,4.88623442252477,-5.771445989608765,15.45694382985433,2.5029077529907227,26.111533482869465,1.7197222709655762,17.780121167500813,23.650619506835938,-3.660738229751587,-2.654340982437134,-3.2144039471944175,-2.952613651752472
1971,-0.4541786114374797,3.3333253463109336,-5.195498148600261,-3.9992974599202475,-5.129281282424927,-4.9110484917958575,-5.112410545349121,-10.348766644795736,-3.895803610483805,-5.763488292694092,-5.060169776280721,-8.198464711507162,-1.8147837320963542,-6.073781490325928,0.8625118732452393,-4.787257591883342,3.2708937327067056,-4.80391526222229,3.204808861017227,-4.022902806599935,4.446181217829387,4.614839752515157,4.483488818009694,4.7812468608220415,-2.573934555053711,10.826072533925375,5.740003148714702,-1.567151625951131,4.446892778078715,5.427343964576721,-5.335031429926555,7.7653952439626055,-3.5690819025039673,9.501400192578634,10.21953535079956,5.13265073299408,11.24116055170695,-6.51756739616394,10.251808017492294,-8.31652053197225,15.01356283823649,8.049423853556315,12.589717149734497,6.2393778165181475,14.857638359069824,12.835958878199259,-3.1815675497055054,-3.8559751510620117,-3.517062266667684,-3.887878974278768
1972,-0.7620072364807129,0.8450555404027303,-7.873780111471812,-6.081420083840688,-8.80680501461029,-7.930287261803945,-7.8340582847595215,-10.822820345560709,-6.269677360852559,-1.4386530468861263,-8.30698067943255,-7.375336170196533,-4.575151761372884,-8.499143759409586,-3.3664476374785104,-9.56787904103597,0.2806916981935501,-9.456617991129557,-2.6319687366485596,-5.734706997871399,-1.9194951852162678,-0.7607277234395345,0.9871953427791595,2.8674609462420144,-2.5077550212542215,10.161125977834066,4.203575630982717,0.3775540192921956,5.672848264376323,6.478833039601644,-2.3616145004828772,9.737632751464844,-2.9042261441548667,12.8104297320048,15.257649421691895,11.347517013549805,19.407521565755207,-2.1660889784495034,21.636241912841797,-4.529616832733154,26.59991963704427,18.316919962565105,22.974505106608074,14.759794235229492,25.750316619873047,25.34187380472819,-0.21520373225212097,-2.1597816745440164,-1.176822563012441,-1.806329384446144
