时间,尾部烟道进口烟气温度,炉尾部烟道出口烟气温度,炉膛出口O2浓度1,炉膛出口O2浓度2,CO的浓度,炉膛第一烟道出口烟气温度,炉膛第一烟道入口烟气温度,活性炭喷射量,一次风机实际运行电流,二次风机实际运行电流,锅炉蒸汽量,二噁英排放浓度
2016-02-25 00:00:00,1244.9019775390582,3575.468627929686,42.378704071044886,41.92314863204953,4.74999999999999,5447.214538574217,5516.766784667968,19.15143799781797,1057.546310424802,272.434028625488,122.38810539245571,0.0075428921914677
2016-02-25 01:00:00,1254.933639526364,3594.439025878904,40.706481933593714,40.89675951004025,6.490739911794658,5468.797851562499,5548.459960937497,19.154825925827,1057.314804077145,289.319438934326,124.8847522735594,0.00905419149508857
2016-02-25 02:00:00,1240.106399536129,3603.133117675779,40.76759195327757,39.91851902008054,31.62037169933312,5524.717224121093,5538.581542968747,19.15918183326719,1059.293991088864,288.68056106567366,124.8887290954587,0.0338647942668858
2016-02-25 03:00:00,1235.253723144528,3589.8768920898438,41.69166517257688,41.34259462356564,6.2592588663101125,5512.243591308593,5678.1341552734375,19.13933610916136,1067.910858154295,288.2708320617673,126.15741920471159,0.00879234864574527
2016-02-25 04:00:00,1230.6507873535131,3597.6581420898406,43.697222232818575,43.33703804016111,17.99074035882946,5443.951110839842,5612.3773193359375,19.15772914886471,1072.656265258787,290.1805572509763,125.84173583984352,0.0219604544780746
2016-02-25 05:00:00,1230.908859252927,3624.273681640623,43.29536867141721,43.066668033599825,11.88425910472867,5490.9617309570285,5546.174377441403,19.173704147338842,1070.706039428709,289.51736068725563,127.14584732055641,0.015803084419601002
2016-02-25 06:00:00,1228.853912353512,3584.092651367185,44.055092334747286,44.05416822433468,28.995371580123788,5473.33605957031,5467.589050292967,19.156278133392288,1063.755783081053,290.2708358764646,124.8613357543943,0.0342082498002846
2016-02-25 07:00:00,1225.762039184568,3569.5656738281236,43.145370483398416,42.810648441314676,12.66203689575193,5479.950683593749,5550.634277343747,19.15595626831051,1067.0775451660131,290.8229103088376,124.59612464904758,0.0163642243134006
2016-02-25 08:00:00,1233.510635375974,3579.957946777342,46.92083358764646,46.406943321228006,11.236109852790813,5476.780944824217,5591.997070312497,19.15789222717284,1065.329849243161,289.9444541931149,126.2260112762449,0.0151553021315121
2016-02-25 09:00:00,1235.7852783203082,3572.675781249997,45.853703022003145,45.39861011505124,12.78240787982937,5429.176513671872,5741.6895751953125,19.151276111602762,1063.252304077146,288.6458358764645,125.01926994323708,0.0158791523876307
2016-02-25 10:00:00,1227.668426513668,3488.207031249998,44.54027843475339,43.75046443939206,22.768518686294517,5303.112792968748,5501.857971191403,19.16353797912595,1104.641220092771,287.5972213745114,118.85202789306612,0.0268480880528851
2016-02-25 11:00:00,1224.333007812497,3534.247619628903,43.965738773345926,42.90601825714109,8.305556118488303,5451.7793579101535,5509.814880371093,19.128043174743627,1060.000015258786,285.60416793823214,123.4844455718992,0.0120105539001149
2016-02-25 12:00:00,1208.892395019528,3478.936401367185,46.35601806640624,45.26898241043087,39.81481391191482,5305.252319335935,5593.2222290039035,19.16256999969479,1052.413192749021,274.09027481079085,118.39950561523399,0.0476720476269516
2016-02-25 13:00:00,1201.4766082763651,3509.272033691404,41.71713018417356,40.5652775764465,6.754631102085107,5461.4402465820285,5487.6797485351535,19.12723612785336,1045.769683837887,252.77083206176738,120.9597110748287,0.0103917685336493
2016-02-25 14:00:00,1203.000534057614,3523.9743652343736,40.13425827026365,39.505555152893024,30.75925904512397,5412.037597656247,5573.361145019528,19.16418385505673,1042.505783081053,279.6041641235349,121.08109283447241,0.0361799919796289
2016-02-25 15:00:00,1195.66027832031,3503.634643554686,43.1606478691101,42.00602006912228,6.8657409548759345,5456.9038696289035,5564.240173339843,19.14595222473141,1080.613433837889,250.1284770965574,117.9836902618405,0.0100144204153078
2016-02-25 16:00:00,1197.111648559568,3540.210815429685,41.941204071044886,40.96064710617063,4.1481480002403215,5660.509277343749,5710.129211425778,19.146759271621672,1051.423614501951,280.14583969116194,122.95065689086893,0.00632945769909158
2016-02-25 17:00:00,1209.962768554684,3560.803283691405,42.203703403472865,41.095833301544154,13.250001072883599,5620.495056152341,5545.978820800778,19.14740300178525,1061.747680664059,279.68055725097616,123.01872634887673,0.0167902880940754
2016-02-25 18:00:00,1226.160812377926,3549.5980834960906,42.3828692436218,40.94490814208982,22.32870554924003,5627.213317871093,5555.226318359372,19.16144132614132,1094.664306640622,249.44792175292926,123.352724075317,0.0254611100269483
2016-02-25 19:00:00,1231.958053588864,3551.461242675779,44.09259510040278,43.14213037490842,13.83796179294584,5597.1834106445285,5464.009155273437,19.162894248962377,1104.6238708496069,248.72222518920879,122.80303192138642,0.0169539755041643
2016-02-25 20:00:00,1242.066146850582,3548.420288085936,43.15231227874752,42.70323944091793,29.07870399951928,5615.5955810546875,5515.222106933593,19.159503936767553,1076.2615661621069,248.597229003906,123.4732666015621,0.0313336769829702
2016-02-25 21:00:00,1241.45259094238,3537.925842285154,42.36157417297361,41.430555343627894,12.976851105689981,5619.255554199218,5414.125915527342,19.15692424774168,1101.04748535156,247.0798606872556,123.22974967956509,0.0155536880620183
2016-02-25 22:00:00,1239.239028930663,3476.8671264648406,42.1902775764465,42.190741539001436,19.33333408832547,5574.3955078125,5542.355529785155,19.18144679069518,1091.799774169919,226.968753814697,120.7036380767819,0.0210545982757668
2016-02-25 23:00:00,1230.612228393553,3536.366394042967,43.1347208023071,42.45509243011472,13.79629683494565,5629.239501953125,5546.822387695309,19.16482925415035,1049.861129760739,260.9062423706052,124.1672935485838,0.0166270873104533
2016-02-26 00:00:00,1232.369613647458,3523.361633300778,43.29213094711303,42.86805486679075,12.550927162170384,5600.051208496091,5579.3145751953125,19.15902113914486,1046.840255737301,282.89931106567366,121.02408599853479,0.0147281349041344
2016-02-26 01:00:00,1223.519882202146,3385.085571289062,46.75416660308834,46.720367908477755,18.03240811824795,5426.300476074216,5559.659790039059,19.13772416114804,1074.01623535156,230.43055725097642,113.49666213989241,0.0207233059739986
