key0,key4,key8,key20,key27,key28,key31,key32,key38,key43,key45,key48,key50,key58,key62,key64,key66,key67,key89,key95,key97,key113,key115,key116,key119,key129,key131,key132,key133,key134,key135,key136,key137,key138,key139,key140,key144,key153,key154,key155,key156,key157,key158,key159,key160,key161,key162,key163,key164,key165,key171,key173,key178,key208,key215,key218,key222,key233,key235,key250,key254,key260,key267,key276,key304,key314,key322,key329,key334,key344,key354,key359,key368,key378,key412,key422,key425,key435,key437,key440,key441,key442,key448,key449,key451,key455,key456,key461,key462,key471,key476,key483,key493,key497
5747.49072265625,5772.107096354168,5772.218424479168,5717.202311197918,5673.939290364582,5719.64453125,5676.953125,5188.848958333333,5192.061848958333,5188.67236328125,5151.399088541667,5178.122884114583,5185.978190104167,5169.42578125,5166.8466796875,5183.702799479167,5164.858235677083,5110.045247395833,5180.336100260417,5766.840169270832,5772.632161458332,5392.597819010417,5802.95458984375,5137.153157552083,5138.819173177083,5350.701985677083,5145.423665364583,5170.827311197917,5260.0126953125,5304.9697265625,5611.478352864582,5338.060384114583,5577.04345703125,5209.967122395833,5149.272135416667,5679.086100260418,5609.578776041668,5314.31787109375,5630.243489583332,5261.312825520833,5234.486653645833,5214.1552734375,5338.298828125,5704.922688802082,5320.547688802083,5160.630533854167,5328.5576171875,5310.170084635417,5277.998046875,5328.905110677083,5681.667805989582,5266.294921875,5177.117513020833,19.373333,21.980001,22.246666,2.3533332000000002,2.0533335,17.986666,22.22,21.236666,23.456667000000003,1.0666666,26.833334000000004,24.553335,2.4966667,14.203334,16.94,-1.77,16.596666,13.32,19.529999,27.596666,27.683334000000002,5.9666667,27.86,27.163335999999997,15.413333999999999,8.400001,8.646666999999999,13.806667000000001,8.950001,-4.8632806936899815,-1.3261472781499226,-12.148938814798989,-14.529616673787437,-12.193309783935547,-13.620701789855955,-12.00034840901693,-6.137126286824543,9.02961794535319,5.715186198552448,23.08022117614746,-2.4432982727885246
5751.623697916668,5774.849446614582,5773.334147135418,5724.502115885418,5681.9150390625,5725.39453125,5681.558919270832,5145.265299479167,5206.347981770833,5205.877766927083,5110.33251953125,5138.757649739583,5204.865071614583,5188.935384114583,5188.863606770833,5203.273600260417,5188.288411458333,5074.150390625,5198.674153645833,5748.915201822918,5749.98583984375,5347.63037109375,5800.099283854168,5181.038899739583,5191.700846354167,5388.264322916667,5223.624348958333,5253.366373697917,5301.75830078125,5348.531575520833,5673.834635416668,5391.458333333333,5539.587239583332,5303.570963541667,5234.334147135417,5627.014485677082,5557.056315104168,5429.94287109375,5679.256022135418,5374.327311197917,5300.03515625,5319.576822916667,5445.813802083333,5671.577311197918,5436.289225260417,5255.24169921875,5441.484700520833,5392.784993489583,5349.756184895833,5425.172037760417,5700.921875,5386.432291666667,5273.53955078125,18.773332999999997,21.386667000000003,21.436666,2.7299998,2.2866666,17.733334,21.15,20.51,22.25,1.6,27.113333,23.39,2.2233334,13.873332999999999,16.313334,-1.3066666,15.963332999999999,15.150001000000001,17.576667999999998,28.18,27.886667,5.2066665,28.22,28.533333000000002,15.143332999999998,9.3533325,9.536667,13.593333,9.793334,-6.092623074849445,-3.5086998144785557,-9.119961023330687,-15.259196599324547,-6.793439229329428,-11.181866327921547,-5.260818799336751,1.6631743113199868,12.081957499186196,10.2727845509847,30.549868265787765,-2.2100674708684287
5747.204915364582,5783.363606770832,5783.633138020832,5695.359049479168,5644.515462239582,5696.162434895832,5644.729166666668,5238.223795572917,5166.565592447917,5159.5263671875,5180.336588541667,5227.886067708333,5153.213053385417,5161.907389322917,5158.4033203125,5147.963541666667,5155.03759765625,5131.76611328125,5141.542317708333,5773.441569010418,5776.109537760418,5295.590983072917,5828.7763671875,5206.670572916667,5213.613606770833,5298.675455729167,5228.417317708333,5249.197916666667,5223.488606770833,5260.372884114583,5659.785319010418,5300.013346354167,5537.08056640625,5279.49951171875,5230.9248046875,5590.741861979168,5548.722005208332,5375.829427083333,5664.522623697918,5325.079427083333,5224.30419921875,5284.40087890625,5383.143229166667,5624.339192708332,5378.812337239583,5232.744954427083,5381.181315104167,5301.070638020833,5261.108723958333,5341.6904296875,5676.7119140625,5329.00537109375,5231.121419270833,19.466665,22.230001,22.473333,3.0233333,2.6833332000000003,18.223333,22.483332,21.746666,23.346666,2.1766665,26.683334000000002,24.356667,2.83,13.44,16.019999,-1.0300001,15.653332999999998,13.100000999999999,19.01,27.980001,27.813334,5.6200004,28.006667999999998,28.093332,14.063334,9.243333,9.413333,12.400001,9.650001,-7.5501144727071114,-2.457163453102112,-7.9616605440775565,-13.267379760742188,-5.3733792304992685,-8.978033701578775,-4.483966489632923,3.1351293325424194,8.035578886667889,11.25991439819336,19.55910841623942,-2.256447046995163
5748.32470703125,5777.569986979168,5775.918619791668,5713.414713541668,5665.7197265625,5713.06298828125,5664.8310546875,5112.969889322917,5181.715657552083,5181.928548177083,5062.006022135417,5125.070638020833,5182.97509765625,5157.40380859375,5158.9423828125,5184.574869791667,5160.666666666667,5016.763997395833,5189.330729166667,5761.500813802082,5763.611002604168,5338.059733072917,5797.919270833332,5133.57421875,5137.950520833333,5293.12060546875,5149.082845052083,5176.6376953125,5244.964518229167,5271.472819010417,5641.09912109375,5287.068359375,5547.901041666668,5217.8525390625,5152.763020833333,5652.574544270832,5575.168294270832,5333.409342447917,5651.204915364582,5276.869791666667,5223.52099609375,5223.16748046875,5331.559733072917,5682.136393229168,5333.896321614583,5161.972493489583,5333.144368489583,5275.461588541667,5254.563802083333,5296.95849609375,5680.548828125,5281.6640625,5174.805826822917,18.72,21.64,21.933334,3.1766665,2.9766667,17.696667,21.88,21.143333,23.043335,2.32,27.193334999999998,24.183332,2.1733332,14.55,16.803333,-1.25,16.4,13.506667000000002,18.386667000000003,27.796667,28.050001,5.0033335999999995,28.046667,28.596666,14.753333999999999,9.406667,9.623334,13.106667,9.89,-8.542392412821451,-4.1622360547383614,-9.488834778467815,-13.858269373575844,-10.1202654838562,-8.168421427408854,-5.735354423522949,-0.9265383879343668,6.152996341387432,6.86918032169342,35.65955924987793,-1.6519366273035605
5766.076009114582,5790.334147135418,5789.6748046875,5735.157063802082,5699.628255208332,5733.597493489582,5698.268717447918,5241.367513020833,5170.24853515625,5165.468424479167,5214.9765625,5217.230631510417,5161.705403645833,5145.975423177083,5142.978190104167,5159.049967447917,5140.487630208333,5181.424153645833,5156.32763671875,5771.008626302082,5771.927408854168,5323.00048828125,5804.797200520832,5226.707682291667,5233.078450520833,5362.358235677083,5248.47119140625,5269.878255208333,5279.520345052083,5322.804850260417,5600.974609375,5365.316731770833,5489.840983072917,5300.468912760417,5252.538248697917,5551.93896484375,5500.631022135418,5393.587076822917,5603.21630859375,5345.605631510417,5280.912923177083,5307.691243489583,5416.579915364583,5587.891764322918,5402.391764322917,5260.070963541667,5410.02685546875,5366.689290364583,5325.621419270833,5398.853352864583,5638.172688802082,5355.042643229167,5267.711263020833,19.18,21.539998999999998,21.903336,3.3266668,2.9533331,18.363332999999997,22.24,21.396667,23.273332999999997,2.47,26.636667,24.296667000000003,2.4433333999999998,14.456666,16.756666,-1.1566666,16.383333,13.273334,18.776667,27.453333,28.043335,5.2433333,27.763334000000004,27.62,14.303332999999999,9.596667,9.843333,12.713333,10.133333,0.01487662394841512,0.8825666507085165,-0.6760717233022054,-15.257510821024574,-0.15741634368896484,-8.990063508351644,2.2137524286905923,6.227595786253612,6.069306929906208,-0.011661450068155924,12.53434419631958,-8.102705001831055
5743.112467447918,5765.12060546875,5763.197591145832,5709.321126302082,5664.248046875,5706.934733072918,5662.645182291668,5203.443522135417,5226.152506510417,5231.85791015625,5172.740071614583,5191.971028645833,5238.413411458333,5199.294759114583,5205.283528645833,5245.906087239583,5211.63525390625,5152.58740234375,5262.460123697917,5766.713053385418,5769.320638020832,5261.089518229167,5765.791178385418,5184.7763671875,5190.755208333333,5293.344075520833,5209.385904947917,5229.58203125,5272.14111328125,5284.0244140625,5614.914713541668,5297.064127604167,5473.076171875,5263.931803385417,5216.312174479167,5537.711588541668,5482.854654947917,5343.127604166667,5618.338541666668,5308.052571614583,5269.817545572917,5271.75390625,5346.279622395833,5576.491861979168,5344.496907552083,5231.315266927083,5345.558919270833,5300.740885416667,5286.004557291667,5320.803548177083,5639.226236979168,5312.379231770833,5245.754231770833,19.876669,22.56,22.783333,2.6299999,2.35,18.48,22.683334,21.279999,23.346666,1.3333333,26.550001,24.463333,2.7833330000000003,14.39,16.873333,-1.2733333,16.513334,13.540001,18.589998,27.853333000000003,27.699999,5.836666,27.873331,26.926665999999997,13.266666,9.213333,9.499999,11.526667999999999,9.846666,2.01235161225001,0.015236298243204754,-4.939543664455414,-12.212807973225914,-0.7476747830708822,-9.476778348286947,1.259056886037191,6.1195667187372855,5.587009588877361,5.7442744572957345,16.205640474955242,-4.4299388726552325
5759.108723958332,5779.390462239582,5776.164713541668,5715.100911458332,5683.685384114582,5709.836751302082,5677.703776041668,5120.284505208333,5312.705078125,5317.089192708333,5083.702311197917,5140.25,5319.880208333333,5271.903157552083,5277.405598958333,5321.322916666667,5281.798014322917,5046.485026041667,5320.302571614583,5731.055989583332,5731.581705729168,5309.714680989583,5765.0166015625,5225.109049479167,5230.228841145833,5299.886555989583,5241.8505859375,5257.163411458333,5249.046061197917,5271.912434895833,5620.760091145832,5298.869303385417,5547.781575520832,5279.4482421875,5244.277994791667,5599.021484375,5559.582845052082,5342.423502604167,5616.069498697918,5308.653971354167,5248.61669921875,5282.328287760417,5351.848307291667,5617.9794921875,5345.099446614583,5247.582682291667,5348.1982421875,5295.963541666667,5270.367838541667,5324.290201822917,5654.6943359375,5310.163248697917,5249.00732421875,18.67,21.483335,21.693335,3.1899998,3.0200002,17.49,21.623335,20.636667000000003,22.539998999999998,2.06,27.146666999999997,23.573334,2.6133335,13.946667000000001,16.539998999999998,-1.7999998,16.19,14.160001000000001,18.276667,27.720001,28.086668,4.963333,27.886667,28.123331,14.59,9.39,9.613334,13.113334,9.896666999999999,7.398727575937908,-0.7421096563339233,-2.8255182902018228,-11.902139981587727,-1.9365490277608235,-10.286531289418539,0.6677784522374471,0.6450985272725424,2.7421088020006814,3.4656940698623657,29.257565339406327,-0.9438851003845532
5768.04638671875,5796.701009114582,5794.6806640625,5735.50341796875,5693.13232421875,5734.723795572918,5693.024576822918,5215.939778645833,5199.023763020833,5192.969401041667,5211.544108072917,5185.391927083333,5187.03076171875,5192.711588541667,5189.090169270833,5181.496256510417,5185.625325520833,5188.1494140625,5173.2568359375,5765.945149739582,5768.776204427082,5245.486979166667,5805.059244791668,5150.090657552083,5154.510091145833,5275.965494791667,5166.272623697917,5203.123697916667,5200.195149739583,5237.259602864583,5627.407063802082,5279.743489583333,5495.577473958333,5254.537272135417,5169.96044921875,5581.415201822918,5524.827962239582,5374.5576171875,5630.986490885418,5318.89208984375,5199.010416666667,5260.752604166667,5377.60791015625,5621.82373046875,5376.179361979167,5178.02490234375,5377.126790364583,5283.751953125,5239.489908854167,5331.1728515625,5655.9267578125,5323.485514322917,5186.134928385417,19.023332999999997,22.083334,22.49,3.7266667,3.3966667999999998,17.663334,22.553335,21.366667,23.410002,3.0533333,27.793333,24.479998000000002,2.2266667,14.023334,16.58,0.026666721,16.210001000000002,14.579998999999999,18.306667,27.940002000000003,28.22,5.1633334,28.220001,29.306665000000002,14.46,8.94,9.23,12.876666,9.55,-0.3350226643184821,0.58085564772288,-5.84749174118042,-12.796531359354653,-6.194002628326416,-6.142910639444988,-6.120152473449707,7.952759822209675,4.9408367077509565,3.6690582434336334,17.800011396408078,-3.5593101978302
5748.424153645832,5780.181640625,5783.162272135418,5729.894694010418,5691.931315104168,5728.4677734375,5689.91015625,5189.30224609375,5288.07958984375,5286.6259765625,5147.650065104167,5194.08056640625,5285.436686197917,5283.5595703125,5282.910807291667,5284.24609375,5282.105631510417,5113.061197916667,5280.836751302083,5787.901204427082,5789.316731770832,5278.202311197917,5783.527669270832,5136.04345703125,5139.955891927083,5273.93603515625,5147.989908854167,5186.608235677083,5193.444010416667,5233.381673177083,5604.8095703125,5273.227376302083,5490.167154947917,5240.408528645833,5150.345703125,5563.11669921875,5503.47314453125,5370.015462239583,5604.38330078125,5308.297200520833,5184.58935546875,5244.727701822917,5370.832194010417,5604.737141927082,5371.340983072917,5155.8994140625,5371.487141927083,5271.0126953125,5226.962076822917,5319.618326822917,5636.837727864582,5312.339192708333,5163.169759114583,19.039998999999998,21.826666,22.06,3.2633332999999998,3.0400002,17.863335,22.04,21.700003,23.789998999999998,2.5166667,27.62,24.943335,2.8166666,14.363334,16.769999,-0.83,16.433332,13.730000500000001,19.016666,28.446669,28.496665999999998,4.9966664000000005,28.423334000000004,28.893333000000002,13.366666,8.413333,8.71,11.81,9.023334,0.489186038573583,0.4261933354039987,-0.618790070215861,-10.911888122558594,-1.5563903649648032,-5.173048039277393,-0.9664112130800884,3.3251802126566568,3.7639282743136087,5.6279018719991045,15.815702795982359,-1.0772384405136108
5781.542805989582,5806.638997395832,5808.271321614582,5745.067057291668,5710.881998697918,5743.173177083332,5708.823079427082,5234.970052083333,5219.4931640625,5208.222005208333,5221.717447916667,5239.68896484375,5196.703287760417,5201.968587239583,5194.080891927083,5185.8427734375,5186.0302734375,5212.045247395833,5168.401204427083,5764.69970703125,5767.637044270832,5311.8857421875,5817.850260416668,5119.5361328125,5121.148600260417,5289.210286458333,5125.08203125,5157.965494791667,5192.463053385417,5239.503580729167,5572.59375,5284.346354166667,5506.72900390625,5205.839029947917,5127.166178385417,5533.093098958332,5510.21533203125,5342.279947916667,5571.37744140625,5271.880208333333,5177.97998046875,5212.526529947917,5361.70849609375,5559.365885416668,5349.679524739583,5133.956217447917,5356.090983072917,5273.476725260417,5226.992838541667,5318.657389322917,5618.771647135418,5279.780598958333,5144.280436197917,18.693335,21.353333,21.44,2.99,2.7600002,17.826666,21.206667000000003,21.186666,23.083334,2.3,26.89,24.21,2.71,13.936667000000002,16.433332,-0.91333336,16.1,14.123334,17.986666,27.85,28.156668,5.2166667,28.159997999999998,27.763334000000004,14.323334,9.36,9.650001,12.613334,10.0,0.7295976877212524,-0.6545948584874471,3.625262260437012,-14.054743131001793,3.8879199028015137,-8.445433457692465,5.973440170288086,10.441198507944742,6.324199199676514,1.0544941425323486,17.213362852732338,-0.9361081123352052
